zip,year,month,count
10025,2014,9,4
10039,2012,7,1
10454,2006,4,2
10003,2007,4,2
10027,2008,3,2
11233,2007,2,9
10026,2013,4,3
10472,2009,4,2
11435,2014,3,4
11378,2009,9,1
10463,2005,8,1
11372,2011,12,1
11354,2014,3,1
11234,2009,5,1
11207,2009,11,3
11230,2009,8,5
11377,2010,11,1
10466,2009,11,2
11212,2012,5,5
11208,2008,9,4
11206,2013,6,3
11225,2010,5,5
10028,2007,8,1
11216,2010,3,5
11435,2006,11,2
11106,2012,2,2
10035,2010,10,1
11220,2007,1,1
10011,2012,9,3
11354,2006,11,1
11385,2006,8,2
10034,2012,7,3
11377,2011,4,1
11222,2008,2,1
11213,2006,12,7
11433,2013,9,2
10021,2005,6,1
11203,2009,6,4
11373,2007,10,1
11378,2008,9,1
10472,2008,4,8
10461,2010,2,3
11429,2009,3,2
11207,2008,11,7
11230,2008,8,1
11232,2007,4,1
11206,2006,6,3
10012,2014,8,2
10473,2013,9,1
10463,2010,7,6
10027,2009,3,2
10473,2007,12,4
11422,2013,5,1
11373,2012,2,1
11213,2007,9,1
11213,2013,12,5
10019,2008,10,1
11435,2013,11,2
10457,2012,7,8
11418,2008,4,3
11415,2009,11,2
11385,2013,8,6
11218,2013,4,1
11374,2012,2,2
11213,2011,5,4
11221,2010,12,4
11238,2007,11,3
11214,2008,9,1
10032,2010,4,6
11203,2008,6,2
10454,2013,4,1
10029,2006,2,1
11208,2005,11,2
11104,2013,9,1
11208,2009,9,4
11104,2007,12,1
11103,2007,4,1
11370,2012,11,4
10301,2011,8,2
10456,2010,2,4
10451,2007,5,1
11436,2011,3,1
11233,2005,3,2
11219,2012,5,2
10032,2011,11,2
10026,2006,4,1
10451,2011,9,5
10466,2008,11,3
11233,2012,10,2
10455,2010,2,3
11373,2014,4,5
11361,2012,6,1
10021,2007,10,1
11373,2005,6,1
10471,2008,5,1
10469,2013,4,5
11374,2014,4,2
11210,2011,2,2
11691,2009,1,7
11236,2012,9,3
10025,2007,8,3
10016,2006,10,1
11413,2011,7,2
11427,2006,12,1
11419,2006,5,1
11385,2008,2,2
11355,2007,12,2
10029,2009,8,1
11367,2009,8,1
11368,2014,1,7
10453,2007,7,11
11204,2012,7,1
11379,2010,8,1
11222,2006,8,1
10037,2012,7,1
10460,2010,11,3
10014,2013,3,2
11691,2006,7,3
10003,2014,10,2
10018,2014,10,1
10460,2011,4,3
10306,2009,1,1
11413,2008,10,1
10128,2011,2,1
11237,2015,1,1
10012,2006,12,1
11226,2015,2,3
11222,2013,8,1
11432,2012,7,1
11691,2008,1,3
10456,2005,1,1
11213,2014,8,1
11355,2006,9,2
11385,2014,12,3
11103,2014,10,1
10471,2009,5,1
10303,2005,4,1
11230,2006,2,2
10012,2007,9,1
10303,2014,6,1
11365,2014,4,1
11691,2013,7,4
10474,2012,10,2
10469,2006,4,1
11106,2014,4,2
11201,2011,6,1
11413,2009,10,2
11418,2012,12,1
10301,2014,5,1
10458,2012,11,7
10021,2012,2,1
11220,2010,3,1
11237,2007,11,6
11216,2007,1,7
10014,2014,11,2
11369,2010,10,1
10314,2014,3,1
10452,2010,2,3
11427,2013,12,2
11419,2013,5,2
11427,2007,9,1
11229,2012,3,1
11385,2009,2,1
11421,2006,4,1
10306,2013,7,2
10472,2012,12,1
10029,2008,8,2
10451,2007,6,2
10473,2010,2,2
11368,2009,3,1
10462,2006,10,4
10461,2007,12,3
10453,2007,11,11
10461,2013,9,1
10460,2010,7,4
11372,2006,6,1
11691,2006,11,2
10009,2008,12,1
11203,2008,5,4
10459,2006,12,3
11102,2012,1,1
11221,2007,2,1
10035,2012,12,1
10310,2010,7,1
10304,2010,10,1
11413,2010,4,1
10030,2007,4,1
10028,2015,2,2
11224,2009,9,2
11213,2011,6,3
10024,2012,4,2
11369,2009,4,1
11206,2006,5,5
11234,2008,6,2
11229,2007,5,1
11212,2010,1,4
10023,2007,3,1
10456,2007,12,7
11104,2010,2,2
11226,2014,9,11
11691,2014,3,3
10456,2013,9,4
11422,2013,6,1
11225,2012,1,2
11413,2011,11,1
11229,2011,9,1
10033,2007,1,1
11692,2011,2,3
10458,2012,7,4
11203,2009,5,3
10310,2005,8,1
11367,2010,9,3
10029,2010,9,3
11237,2007,7,2
10014,2014,7,1
10456,2006,9,12
11422,2006,6,1
11206,2011,12,1
11212,2012,6,5
10036,2007,6,1
11417,2013,4,1
10462,2011,1,1
10453,2015,1,4
10306,2013,11,1
11206,2013,5,4
11236,2011,3,4
11233,2010,12,7
11225,2010,6,5
10465,2009,6,1
11432,2012,11,2
10468,2007,4,8
10470,2014,10,3
11234,2009,6,1
11434,2014,9,3
10462,2013,10,2
11219,2010,1,4
10459,2011,5,1
11369,2008,4,2
11433,2010,2,1
10459,2013,12,2
11221,2012,10,1
10459,2007,9,1
11691,2013,11,3
10009,2014,2,2
11419,2013,6,1
10305,2011,10,1
11377,2010,7,2
10466,2009,7,5
10023,2012,6,1
10025,2015,2,1
11358,2014,3,1
11435,2006,7,2
11105,2014,10,1
11201,2011,5,1
11354,2006,7,2
11207,2006,1,2
10030,2014,10,4
11423,2007,11,2
11357,2012,7,1
11201,2007,9,1
10032,2004,11,1
11223,2011,3,1
11208,2010,8,6
11415,2008,7,1
10455,2006,9,3
10032,2009,10,8
11235,2012,1,1
11364,2012,6,1
10035,2008,4,3
10001,2008,2,1
11226,2007,8,10
10012,2011,6,1
10009,2012,4,2
11217,2011,3,2
11414,2009,7,1
10452,2007,12,10
11415,2013,1,1
11435,2009,1,2
10452,2013,9,5
11420,2011,1,1
10451,2012,3,3
11207,2009,7,6
11418,2010,10,1
10019,2010,4,1
11235,2010,6,4
11416,2014,1,1
10466,2013,1,5
11207,2011,10,9
10031,2011,2,4
11220,2005,12,1
11423,2015,1,2
10455,2013,9,2
10455,2007,12,3
11414,2011,10,1
10452,2006,9,8
11214,2010,8,2
10472,2010,10,4
10468,2014,10,9
10032,2011,7,5
10466,2008,7,4
11435,2008,1,2
10033,2010,3,2
11205,2007,2,1
11207,2008,7,8
10459,2014,8,5
10027,2014,1,3
10463,2010,11,1
11420,2006,10,1
10036,2012,3,1
10023,2010,1,2
11212,2007,3,5
10463,2011,4,2
11230,2010,9,2
10035,2009,4,2
10011,2011,3,1
10032,2008,10,6
11435,2013,7,1
10457,2012,11,5
10022,2011,7,1
11415,2009,7,3
11354,2013,7,1
11207,2013,1,4
10466,2011,10,3
11238,2007,7,1
10474,2010,12,1
11217,2012,3,1
10009,2011,4,1
11205,2008,7,3
10031,2007,10,11
11207,2007,2,3
11369,2006,5,1
10029,2005,12,1
11217,2005,10,1
10039,2011,11,1
11235,2011,1,1
11375,2008,5,1
11203,2013,4,1
11428,2013,2,1
11233,2009,11,2
11214,2008,3,2
11433,2014,11,1
10451,2011,3,5
11233,2005,9,1
11206,2009,4,2
10009,2010,11,2
10040,2007,10,3
11205,2013,1,1
11208,2009,3,3
11238,2008,2,5
10039,2010,4,1
10026,2009,6,1
10034,2010,4,3
10027,2009,9,5
10025,2013,11,2
10473,2013,3,1
11215,2007,10,3
11222,2015,1,1
10472,2013,6,4
11415,2012,10,1
11235,2013,10,1
10452,2014,7,9
11418,2013,6,2
11237,2006,8,8
11433,2006,3,2
11692,2014,4,1
11201,2012,5,2
11213,2007,3,4
10034,2011,11,1
10466,2007,2,1
11415,2007,2,1
11206,2008,4,2
11215,2012,2,1
11238,2009,2,3
11208,2008,3,3
10472,2006,6,6
11412,2014,8,3
10455,2014,7,2
11236,2007,6,2
10025,2006,11,3
10473,2006,3,3
10457,2010,4,11
11233,2008,11,3
11416,2008,9,2
10466,2012,10,3
10454,2009,6,1
11375,2009,5,1
11237,2013,8,1
11433,2013,3,1
10457,2011,11,6
11214,2009,3,1
11235,2006,10,3
11205,2009,7,4
11228,2011,9,1
11231,2011,9,1
11418,2006,6,1
10011,2005,10,1
10463,2012,4,1
11216,2010,9,6
11203,2006,4,2
10033,2009,8,4
10473,2014,11,1
11414,2012,10,1
11369,2011,12,1
10012,2010,1,1
10302,2011,10,1
11207,2012,10,4
10031,2012,2,3
11369,2013,5,2
11429,2008,9,1
11238,2014,12,2
10016,2010,5,2
10040,2012,2,3
11435,2014,9,6
10032,2012,7,5
11419,2010,10,3
11420,2010,6,1
10013,2010,6,1
10026,2008,6,4
10027,2008,9,2
11692,2007,10,3
11221,2006,1,3
10461,2014,7,2
11102,2013,10,3
11213,2012,6,2
11220,2010,9,2
11368,2010,8,4
11238,2006,8,5
11434,2006,7,4
10463,2014,2,4
11215,2014,4,1
11372,2010,10,1
11215,2005,6,1
11413,2012,11,3
11229,2012,9,1
11225,2011,1,2
10024,2010,11,2
10462,2010,6,4
10458,2009,10,6
11434,2009,1,4
11219,2011,6,3
11204,2011,11,2
10040,2014,4,3
10037,2011,11,3
11421,2009,6,2
11226,2008,1,9
10033,2006,2,2
11225,2013,10,2
11428,2009,8,1
11221,2009,7,2
11237,2008,2,3
10474,2009,11,2
10035,2013,5,2
11385,2015,1,1
10456,2014,7,8
11226,2013,7,9
10128,2005,5,1
10012,2007,3,1
10031,2014,4,1
10463,2009,12,3
10031,2005,6,1
10469,2009,6,1
11412,2006,12,1
10304,2006,6,4
11102,2011,1,1
10037,2010,4,2
11237,2014,12,2
10458,2008,10,3
11225,2006,10,7
10033,2013,2,5
11355,2013,3,1
11432,2011,11,2
11422,2010,10,2
11691,2015,2,3
11412,2013,12,4
11221,2011,10,4
11432,2010,4,2
11412,2007,9,3
10035,2006,5,2
11694,2014,7,1
11226,2006,7,7
10459,2012,5,2
11412,2011,5,3
11385,2007,11,2
11354,2007,8,2
10463,2008,12,1
10037,2004,7,1
11238,2013,8,2
11434,2013,7,2
11435,2007,8,2
10458,2011,7,7
11213,2010,1,3
10469,2008,6,3
10002,2008,5,1
10028,2006,11,1
11224,2014,1,2
10038,2009,3,1
11102,2006,10,1
11221,2013,1,5
11237,2009,2,6
10474,2008,11,3
11226,2009,1,4
11428,2008,8,2
11221,2008,7,8
11236,2012,3,2
10462,2012,1,2
11434,2008,1,1
11421,2008,6,1
11206,2012,12,1
11212,2011,6,1
11372,2007,5,3
11233,2013,2,2
10014,2012,6,1
10026,2007,4,1
10458,2014,6,10
10037,2011,8,3
11209,2008,5,1
11372,2011,9,3
11204,2011,8,1
11238,2014,3,3
10034,2014,5,3
10029,2007,2,1
11367,2007,2,1
10065,2007,4,1
11692,2010,5,2
11373,2011,1,4
10025,2014,12,3
11369,2011,3,3
11374,2011,1,1
11354,2015,1,1
10003,2013,4,1
11220,2011,10,2
11411,2010,4,1
11212,2014,7,7
11214,2014,2,1
10309,2010,3,1
10460,2014,1,5
11374,2013,10,2
10459,2010,2,5
10469,2014,10,1
11238,2006,11,3
11355,2014,8,4
11220,2013,1,2
11433,2011,5,1
11423,2013,7,2
11214,2009,12,1
11368,2010,11,3
11213,2006,9,3
11433,2013,12,1
10025,2009,2,4
11433,2007,9,1
10473,2006,12,1
10039,2014,5,4
10036,2013,5,1
11368,2011,4,1
10467,2009,5,3
11236,2008,4,2
10024,2010,8,3
11413,2012,8,2
11208,2008,12,7
10303,2012,11,1
11220,2008,7,2
11229,2006,6,1
11421,2014,10,3
11213,2007,12,2
11433,2006,12,1
11373,2006,10,2
11213,2013,9,4
11435,2007,11,2
11374,2006,10,1
11220,2006,1,2
11238,2013,11,2
11221,2010,9,4
11354,2007,11,3
11385,2007,8,1
11218,2007,4,2
11106,2013,10,2
10473,2011,5,1
10456,2011,6,5
11360,2008,11,1
11208,2014,2,5
11232,2013,4,3
11428,2008,11,1
10036,2006,5,1
10473,2013,12,1
10474,2008,8,2
10473,2007,9,3
11422,2007,5,1
10016,2014,4,1
10457,2014,5,2
11104,2013,12,2
11208,2009,12,4
11104,2007,9,1
11432,2011,8,3
10014,2010,1,1
10461,2011,6,1
11220,2009,7,1
10017,2007,2,1
10451,2013,5,3
11233,2006,2,5
11423,2009,1,2
11236,2009,4,1
10451,2011,12,4
10467,2008,5,4
10025,2008,2,2
10454,2007,4,2
11106,2011,1,1
10003,2006,4,2
11367,2012,10,1
10029,2012,10,2
11421,2007,4,2
11206,2012,3,3
10028,2009,2,1
11208,2012,4,3
10025,2013,8,4
11236,2012,12,8
11436,2010,10,3
10033,2008,11,3
10034,2011,8,2
10031,2010,5,1
11237,2006,11,4
11216,2006,1,2
10469,2007,4,1
10463,2008,3,1
10128,2010,6,1
11370,2014,6,3
10453,2008,1,12
11233,2009,8,4
10455,2011,6,1
10039,2011,8,2
11230,2007,2,3
10010,2012,9,1
11377,2014,1,1
11210,2010,6,1
10075,2009,7,2
11355,2013,12,1
11416,2005,8,1
11205,2010,9,1
10453,2013,7,5
10014,2007,3,2
11433,2014,8,6
11237,2014,3,4
11215,2010,5,3
10011,2009,4,4
11412,2006,3,4
11230,2005,3,1
11230,2012,10,3
10035,2011,3,3
10027,2010,7,6
10463,2009,3,4
10012,2007,12,1
10023,2014,7,1
11216,2011,10,7
11201,2010,2,1
11691,2007,7,2
10454,2014,10,1
10473,2014,8,1
11429,2010,7,1
11214,2012,4,1
10033,2009,11,6
10453,2006,7,13
10301,2012,7,3
11222,2007,8,1
11210,2012,1,3
10452,2011,6,3
11357,2014,6,1
10019,2012,8,2
11385,2014,9,2
10016,2007,10,1
10025,2006,8,4
11216,2008,7,10
11419,2007,5,2
11412,2014,11,1
11416,2010,7,1
10472,2012,9,4
11378,2012,4,1
11101,2010,8,1
10075,2008,7,1
11419,2011,9,4
11104,2014,8,2
10302,2010,9,1
11223,2008,4,1
10314,2015,1,1
10475,2010,5,1
10075,2013,1,1
10453,2009,1,10
11432,2014,5,3
10457,2011,8,8
11237,2013,11,1
11216,2013,1,2
11233,2008,8,4
11221,2005,12,1
10021,2012,1,1
11434,2015,1,1
10003,2008,5,1
11216,2007,2,3
11226,2007,11,10
10459,2013,3,5
11369,2007,6,1
11385,2009,1,5
11355,2012,5,2
11230,2009,7,2
11693,2006,10,1
11209,2013,4,1
11232,2009,5,1
10468,2008,6,3
10452,2010,1,8
11415,2010,9,3
10467,2006,4,5
11368,2008,12,1
10016,2011,2,1
11236,2011,12,5
11233,2010,3,10
10451,2009,4,1
11211,2006,10,1
11249,2010,11,1
11691,2008,2,4
11208,2011,4,2
11236,2013,5,2
11206,2011,3,2
11208,2010,11,3
11423,2007,8,2
10453,2014,9,7
10009,2009,3,1
11101,2008,3,1
11377,2008,9,1
11385,2006,7,4
11230,2006,1,2
10032,2014,6,4
10471,2014,10,1
10472,2011,9,3
11378,2011,4,1
11210,2013,10,3
11419,2012,9,1
10468,2009,6,10
11236,2006,5,3
11691,2014,12,3
10456,2007,3,9
10459,2014,11,1
10463,2010,8,2
10472,2007,5,3
10023,2013,9,1
11230,2008,7,1
10023,2007,12,1
10012,2014,7,2
11211,2013,10,1
11232,2008,5,1
11434,2007,11,1
11385,2013,7,6
11226,2015,1,7
11237,2015,2,1
10457,2012,8,8
11418,2011,9,1
10301,2008,10,2
10474,2007,1,1
11231,2006,6,1
11207,2010,9,1
10003,2009,5,1
10075,2012,10,1
11214,2011,4,1
11377,2009,9,1
10466,2010,9,4
10075,2005,3,1
10035,2012,3,4
11230,2011,10,1
10128,2013,10,3
11216,2012,10,9
10455,2010,1,4
10459,2006,3,4
11216,2005,3,1
10036,2009,4,1
11691,2009,2,3
10461,2007,3,2
10467,2013,4,3
11103,2008,5,1
11209,2006,4,1
11436,2013,6,1
10452,2012,6,8
11210,2011,1,2
10301,2011,7,2
10451,2008,4,2
10471,2007,4,2
10029,2006,1,1
10011,2013,5,1
10017,2008,7,1
10011,2011,12,1
11201,2006,3,2
11433,2012,5,1
11212,2013,9,4
11212,2007,12,5
10025,2007,7,1
10036,2012,12,1
11413,2011,8,2
10456,2010,1,14
11368,2012,4,3
10033,2010,12,3
11201,2014,11,2
11222,2006,7,2
10453,2007,8,6
11219,2006,9,1
10461,2010,1,2
10470,2008,6,3
11367,2009,7,3
10029,2009,7,3
10014,2011,6,1
11220,2012,10,1
10304,2007,5,1
11217,2006,5,2
10455,2007,3,2
10460,2008,9,4
11374,2012,1,1
10001,2014,3,1
11373,2012,1,1
10304,2011,9,4
10308,2011,12,1
11691,2006,8,3
10451,2012,12,1
10452,2007,3,10
11213,2014,7,4
10461,2012,6,3
11222,2013,7,1
11432,2012,8,1
10029,2011,10,3
11367,2011,10,1
11691,2013,8,2
11356,2009,3,1
10035,2007,6,1
10307,2011,12,1
11217,2013,5,1
11106,2012,1,2
10038,2011,4,1
11373,2010,6,1
11220,2007,2,4
11201,2013,3,1
11365,2012,1,1
11223,2011,12,1
11238,2015,2,3
10011,2006,5,1
11367,2013,1,2
10029,2013,1,2
11223,2013,5,1
10460,2009,9,3
10029,2008,7,3
10460,2005,11,2
11694,2010,1,2
11422,2012,9,3
10456,2012,6,4
11233,2007,1,11
11212,2006,9,5
10473,2012,5,2
11692,2009,3,2
11413,2011,5,3
10454,2007,2,3
10003,2006,2,1
10038,2012,2,1
11413,2007,9,2
11207,2008,6,7
11206,2006,11,1
11413,2013,12,5
10030,2010,9,3
11238,2007,6,3
11223,2006,8,1
11435,2013,6,2
10022,2011,6,1
10458,2007,3,2
11233,2006,4,4
10016,2009,12,1
10026,2012,10,2
11236,2009,2,2
11433,2012,8,1
11237,2012,3,2
10035,2015,2,3
11206,2014,3,1
10467,2010,3,14
11208,2014,4,2
11203,2008,11,1
11691,2006,5,3
11236,2014,12,5
11235,2010,7,1
10466,2008,6,2
10453,2007,5,5
11204,2012,5,2
10032,2011,6,1
10453,2011,9,13
11375,2010,12,2
10012,2009,10,1
11218,2007,2,1
11691,2013,5,3
10016,2008,12,1
11368,2011,2,2
11209,2010,3,1
11427,2008,10,1
11236,2008,2,2
10459,2011,11,3
11691,2011,12,5
11232,2006,2,2
11217,2013,8,1
10468,2010,9,4
10472,2014,9,6
11378,2014,4,1
10459,2010,4,6
11207,2009,6,6
11418,2014,9,2
11218,2005,3,1
11692,2008,3,1
10025,2009,4,2
10128,2014,1,1
10029,2007,4,1
10023,2012,7,1
11427,2011,7,1
10012,2008,10,1
11230,2014,10,2
10038,2007,10,1
10454,2012,10,1
10473,2012,8,1
10466,2009,6,2
10003,2013,2,1
11377,2010,6,2
11214,2014,4,1
11419,2013,7,2
10021,2005,11,1
11233,2013,4,1
11203,2009,11,6
10026,2007,2,4
11419,2008,1,1
11210,2014,1,1
11103,2006,2,1
10019,2014,8,1
10011,2006,8,2
11417,2010,12,1
11223,2013,8,2
11385,2012,9,6
10031,2009,3,7
11223,2008,2,1
10460,2012,1,7
11355,2012,8,5
10469,2012,10,2
11234,2009,7,1
11372,2013,7,1
11249,2007,10,1
11373,2008,9,3
10003,2008,8,1
10039,2012,5,1
10310,2012,1,1
10303,2014,11,1
11208,2007,10,1
11209,2007,1,1
11413,2014,8,3
10040,2009,3,1
11237,2007,6,2
11423,2007,5,1
10458,2012,6,5
11215,2009,3,1
10034,2012,5,3
11226,2010,10,5
10028,2008,4,1
11238,2012,3,1
10011,2009,2,1
11217,2008,2,1
10303,2006,3,1
10304,2014,9,1
10001,2011,3,1
11225,2010,7,2
11103,2009,8,1
10036,2007,7,1
11236,2013,8,1
10025,2012,12,3
10474,2006,4,2
11212,2012,7,8
11214,2012,2,1
11213,2009,10,4
10457,2012,5,7
10040,2008,3,2
11418,2007,8,2
11234,2013,1,4
11213,2011,7,1
10458,2010,1,12
11372,2009,1,1
10003,2009,8,1
11422,2008,1,1
10018,2009,8,2
11236,2006,8,2
11214,2007,10,1
10038,2014,4,1
11373,2009,9,4
10002,2010,12,1
10303,2013,3,1
10031,2008,3,4
11234,2008,7,1
10472,2007,8,8
10029,2014,10,3
10475,2009,3,1
11372,2006,7,1
11219,2012,7,1
11222,2012,9,2
10460,2010,6,2
11213,2008,10,5
10019,2007,9,1
10469,2007,2,2
11217,2009,2,1
10011,2008,2,2
10451,2007,7,3
11223,2014,12,1
10465,2013,1,1
11215,2008,3,3
11421,2007,2,2
10028,2009,4,2
11208,2012,2,1
11434,2010,10,2
11369,2015,2,1
11358,2011,12,1
10467,2007,1,10
10470,2010,9,1
10036,2009,2,2
10034,2011,5,1
10031,2010,8,6
11691,2009,4,4
11238,2011,3,3
10027,2005,5,1
10022,2007,3,2
11372,2014,9,1
10467,2013,2,10
10469,2008,7,2
10034,2007,9,2
10011,2007,7,1
10034,2013,12,1
11421,2013,1,2
10458,2011,6,7
11434,2013,6,2
10451,2008,2,1
10457,2006,12,9
10469,2013,1,4
11212,2011,7,4
11214,2011,2,1
11221,2008,6,6
11373,2014,1,4
10025,2013,5,3
10040,2010,8,1
10304,2008,1,2
11203,2010,12,5
10009,2010,5,1
10032,2007,3,5
11433,2014,5,4
11355,2011,8,1
11215,2010,8,1
10469,2011,10,1
10460,2011,1,2
11375,2008,11,1
11226,2006,6,6
11233,2009,5,5
11212,2008,10,4
10039,2007,9,1
10036,2014,12,1
10039,2013,12,1
11231,2015,1,1
11368,2014,4,1
10039,2011,5,1
10030,2005,12,1
11221,2009,6,6
11222,2007,5,3
10303,2005,1,1
11411,2013,3,1
10003,2010,3,2
10032,2005,2,1
11217,2007,7,2
11358,2012,12,1
10016,2011,4,1
11234,2012,10,2
10469,2009,7,2
10451,2009,2,3
11691,2008,4,2
11208,2011,2,4
10456,2014,6,5
11226,2013,6,10
10039,2006,12,1
10473,2014,5,3
10034,2006,12,5
10451,2014,12,5
10457,2013,12,1
10457,2007,9,6
11434,2006,6,4
10465,2012,10,1
11228,2007,11,1
11212,2009,10,4
11233,2008,5,3
10461,2014,6,1
11213,2012,7,1
11375,2009,11,2
10467,2006,2,4
11432,2014,8,4
10457,2011,5,9
11419,2007,8,2
11216,2007,4,5
11417,2008,11,2
10025,2006,5,1
11436,2015,1,1
10462,2010,7,2
10304,2009,1,1
11001,2013,3,1
11101,2010,5,1
10469,2006,1,1
10460,2006,10,2
11368,2007,10,3
11692,2010,8,1
10472,2009,1,1
11218,2009,7,1
10010,2013,7,1
10002,2009,11,5
10035,2013,11,3
10026,2013,1,4
10128,2009,9,1
10026,2008,7,2
10003,2007,1,1
10474,2009,5,2
11204,2007,9,1
11372,2007,8,6
11432,2006,12,1
10301,2006,9,1
10037,2013,12,3
10453,2012,9,4
10451,2006,8,7
10032,2012,6,3
11420,2010,7,1
11418,2009,1,1
10034,2014,8,1
11377,2013,10,2
10037,2011,5,1
10010,2008,1,1
10471,2012,10,1
11204,2011,5,1
11377,2011,1,1
10467,2009,8,9
10024,2010,5,1
11236,2007,7,2
10001,2007,6,1
10039,2014,8,1
10455,2014,6,2
11211,2005,11,1
10472,2006,7,3
10038,2011,2,1
11413,2012,5,2
11220,2007,4,3
11418,2006,7,1
11355,2014,5,1
11433,2011,8,3
11237,2011,3,3
11426,2009,11,1
11211,2009,9,2
11205,2009,6,1
11210,2009,9,3
10028,2011,12,1
11226,2004,12,2
10472,2013,7,2
10010,2009,1,1
10454,2011,10,1
10473,2011,8,1
10128,2008,9,4
11422,2007,8,1
11216,2014,10,2
10474,2008,5,1
10026,2009,7,3
11385,2011,9,2
10472,2008,1,3
11418,2013,7,2
11385,2007,5,5
10452,2014,6,10
10022,2010,1,1
10002,2008,11,1
10028,2006,5,1
11218,2008,7,1
11232,2007,1,1
10452,2005,4,1
10065,2009,7,1
11210,2008,9,2
10035,2006,11,2
10454,2008,7,1
10459,2012,11,2
11412,2011,11,2
11354,2010,10,1
10026,2006,1,1
11691,2012,12,4
11103,2007,1,3
11211,2008,9,1
11368,2012,2,3
11377,2006,10,1
10451,2013,8,4
10457,2014,8,10
11432,2011,5,2
10032,2010,1,6
10467,2008,8,7
10301,2013,9,4
10454,2013,1,1
11218,2011,10,2
11412,2010,4,1
10301,2007,12,2
11432,2007,9,1
11204,2006,12,2
11416,2010,6,1
10036,2013,11,2
11216,2008,6,4
10009,2014,4,1
10467,2009,11,7
11368,2010,5,2
10022,2006,9,1
10011,2015,2,1
10468,2007,2,1
10452,2008,10,9
10457,2013,3,7
11238,2006,5,2
10451,2014,3,3
11433,2011,11,1
10034,2006,3,3
10465,2005,12,1
10039,2006,3,2
10035,2013,8,1
10002,2009,8,1
10027,2010,6,3
11205,2014,10,3
11358,2012,3,1
11692,2010,11,2
10026,2010,9,1
10032,2006,9,7
10455,2009,10,2
10024,2007,10,2
10018,2010,12,1
10451,2006,11,2
11692,2011,4,2
11372,2007,11,1
10030,2012,10,2
10452,2011,7,3
10453,2006,6,10
10301,2012,6,2
10452,2009,10,7
10036,2014,3,1
10455,2011,7,2
10459,2012,8,8
10027,2012,1,2
11385,2010,10,4
10035,2006,8,4
11104,2011,11,1
11216,2009,6,6
10467,2008,11,6
10030,2007,2,5
11231,2014,9,1
11101,2014,4,2
10453,2013,6,6
10032,2007,12,7
10457,2014,11,5
10032,2013,9,7
11210,2010,7,2
10451,2013,11,3
10024,2012,2,1
11203,2010,3,1
11369,2009,2,2
10301,2010,1,1
11693,2010,7,2
11428,2008,5,1
11375,2013,2,2
11218,2010,9,1
11422,2007,11,1
11221,2007,4,3
10025,2011,3,3
10455,2008,10,3
11209,2009,11,1
11435,2007,5,1
10457,2006,3,5
11370,2014,7,1
10473,2010,4,1
10002,2008,8,1
10128,2010,7,1
10034,2013,3,1
11238,2013,5,4
10022,2013,9,3
10468,2012,10,2
11435,2011,9,2
11420,2009,9,4
11238,2011,12,5
10301,2007,3,3
11204,2006,3,1
10463,2011,2,2
10035,2009,2,4
11203,2007,1,8
11432,2013,3,3
11379,2011,1,1
11101,2012,2,1
11355,2011,11,1
11436,2007,8,3
11220,2009,6,2
11419,2015,1,1
10024,2014,4,2
10002,2013,2,1
11205,2007,4,2
11369,2006,8,2
10314,2011,9,1
10462,2009,9,3
10456,2008,10,10
11225,2014,1,3
11226,2012,9,1
11691,2012,3,6
11691,2005,10,1
11215,2011,4,1
10461,2008,10,1
10040,2011,4,3
11421,2010,9,1
11219,2005,4,1
11694,2009,10,1
11237,2006,5,6
10033,2008,5,2
10031,2010,11,3
11102,2014,1,1
10040,2010,11,1
10009,2007,10,4
10469,2010,9,5
10019,2010,2,1
11224,2006,10,1
10035,2014,12,1
10031,2011,4,2
10306,2012,3,1
10456,2011,7,7
11236,2015,2,2
11379,2013,10,1
10028,2011,3,1
10456,2009,10,8
11231,2007,8,1
11237,2013,5,1
10470,2012,10,2
10462,2008,9,4
11237,2011,12,1
11434,2012,9,4
10475,2010,11,1
11220,2008,6,1
11229,2006,7,1
11412,2014,5,1
11206,2007,7,3
10475,2011,4,1
11417,2008,8,1
10035,2008,2,5
10302,2007,4,1
11221,2014,10,2
11419,2007,11,2
10009,2012,2,1
11224,2013,10,1
11224,2011,1,1
11432,2006,3,1
10458,2014,7,15
11204,2013,3,1
10014,2012,7,1
11694,2008,10,2
11212,2014,6,2
10461,2009,10,1
11212,2005,4,1
10033,2009,5,7
11229,2009,1,2
11369,2013,8,2
11201,2011,8,1
10040,2012,4,3
11208,2010,5,4
11225,2008,9,2
10458,2006,9,7
11203,2006,2,3
11236,2013,11,2
10456,2012,7,10
10031,2012,4,6
11413,2006,3,1
10472,2015,1,3
11213,2014,6,1
11385,2004,12,1
11355,2012,11,1
10463,2012,2,1
11206,2008,2,2
10010,2007,11,1
11413,2014,11,2
11229,2014,9,1
11226,2011,9,9
11691,2011,3,5
11373,2010,7,3
10470,2006,1,1
10035,2007,7,2
11418,2015,1,1
10016,2008,3,1
11226,2007,5,8
10457,2010,2,4
10003,2008,11,1
10463,2007,10,1
10470,2008,7,1
10029,2009,6,5
11692,2014,2,1
11225,2005,11,1
10466,2007,4,5
10034,2010,2,1
11236,2014,3,1
11225,2009,9,2
11106,2010,7,1
10462,2014,1,7
11206,2014,12,3
10467,2010,12,10
11434,2011,9,2
10018,2009,11,2
10458,2013,9,4
10016,2009,3,3
