zip,year,month,count
10032,2009,8,2
10468,2014,8,6
11228,2012,4,1
10472,2010,8,4
11230,2010,4,1
10463,2007,5,1
10462,2009,2,3
10314,2011,2,1
10458,2007,1,5
11418,2010,8,1
11226,2012,2,5
11230,2011,11,2
11207,2011,8,5
11216,2012,11,7
11206,2014,1,2
10467,2010,1,9
10462,2014,12,1
11210,2013,11,1
10469,2010,2,2
10460,2007,6,6
10455,2013,4,2
11418,2008,3,2
10040,2007,8,4
10033,2011,7,5
11218,2013,3,2
11692,2014,9,2
11102,2014,12,3
10314,2007,10,1
10472,2008,3,6
10033,2008,10,5
10458,2013,2,4
10021,2013,11,1
11103,2007,3,1
10039,2010,9,3
11206,2009,9,3
11415,2012,8,1
10009,2011,9,1
11215,2007,8,4
10305,2012,8,2
11214,2013,6,3
11205,2011,8,1
11436,2010,11,2
10003,2005,2,1
11203,2007,12,3
10454,2013,3,1
11203,2013,9,2
11235,2006,8,1
10002,2014,7,1
11229,2009,12,2
11209,2011,6,1
10027,2008,4,2
11225,2008,2,8
10466,2012,8,1
10473,2009,6,1
10026,2013,3,5
10456,2009,5,5
11217,2010,7,2
11224,2013,5,3
10003,2007,3,2
11357,2009,8,1
10016,2007,11,1
11210,2015,2,1
10065,2013,3,1
10010,2008,3,1
10463,2012,9,5
11101,2011,9,1
11208,2013,6,1
10302,2011,8,1
11237,2011,1,5
10128,2015,2,1
11231,2010,11,1
10457,2010,9,9
11414,2012,8,1
10461,2009,5,1
11694,2008,5,1
10475,2007,8,2
10474,2014,6,2
11365,2014,3,1
11420,2007,7,1
10013,2007,7,1
10003,2010,1,1
10031,2014,9,6
11235,2009,2,1
11106,2006,11,1
11238,2006,10,1
11229,2012,4,2
11365,2006,11,1
11220,2010,4,1
10044,2013,8,1
10030,2012,5,2
11225,2013,8,2
11235,2014,12,2
10024,2007,5,4
10455,2009,5,3
11385,2010,5,2
11367,2012,11,1
10452,2009,5,6
10469,2013,3,1
11373,2014,3,1
10001,2012,1,1
10458,2008,8,10
,2007,1,1
11432,2010,9,1
10302,2014,5,1
11373,2006,11,2
11365,2006,8,1
11232,2006,9,1
11213,2006,4,2
11225,2013,11,3
10065,2013,12,1
11413,2012,10,3
11421,2014,8,2
10003,2013,9,2
10037,2013,1,1
10003,2007,12,1
10026,2013,12,3
11374,2013,8,1
11385,2012,2,6
11106,2006,8,2
10474,2008,10,2
10454,2007,9,1
10301,2007,1,2
11203,2007,3,1
11432,2013,1,8
11210,2007,7,2
10030,2010,2,1
11103,2013,9,1
11236,2009,9,5
11432,2008,7,2
11102,2006,11,1
11373,2006,8,2
11367,2012,8,2
10472,2008,12,4
11354,2010,5,1
10128,2007,7,2
10473,2007,4,2
11102,2014,3,3
10458,2008,11,1
11432,2011,10,6
11218,2007,9,1
11377,2006,5,4
10039,2013,1,2
11231,2005,7,1
11205,2010,4,2
11373,2009,2,3
11436,2010,8,2
11215,2007,11,3
10305,2012,11,1
10460,2013,5,5
11203,2010,1,1
11420,2015,2,1
10301,2010,3,3
10002,2011,6,1
11373,2014,12,3
11433,2014,10,1
10463,2013,6,5
10011,2008,9,2
10040,2007,11,2
10469,2013,12,3
11208,2012,9,3
11217,2005,11,2
10039,2011,10,2
10470,2010,2,2
11212,2008,5,2
11421,2011,5,1
11233,2009,10,2
10457,2008,7,9
11374,2008,2,1
11235,2014,3,2
11222,2007,10,1
11215,2015,1,1
10475,2007,11,2
11427,2013,4,2
11414,2012,11,1
10457,2013,1,8
10451,2014,1,2
11234,2012,5,2
11421,2006,12,2
10457,2011,10,10
10033,2014,6,5
10466,2012,11,5
11235,2006,11,1
11423,2011,2,1
10304,2014,2,1
11217,2008,9,2
10034,2009,7,8
10016,2007,8,1
10025,2006,10,3
11214,2012,9,1
11357,2009,11,1
10030,2005,1,1
10040,2015,1,1
11203,2012,6,2
10453,2014,4,13
11231,2008,3,1
10025,2012,1,2
11693,2006,8,1
10469,2012,5,2
11416,2011,3,1
11222,2011,2,2
11377,2008,4,3
10451,2009,9,3
11208,2007,5,1
10032,2009,11,6
11422,2014,2,1
10457,2007,2,4
11226,2010,5,4
10027,2011,3,2
10035,2010,7,6
10310,2012,12,1
11429,2011,3,3
11422,2009,12,1
10010,2010,11,1
11423,2007,10,1
10009,2006,6,1
11420,2013,11,1
10022,2009,11,2
10460,2012,12,2
10467,2007,12,5
11372,2014,2,2
10467,2013,9,11
10301,2008,8,1
10468,2006,3,9
10457,2005,3,1
11209,2006,9,2
10029,2014,5,1
11210,2013,8,3
11375,2007,3,1
10025,2010,6,2
11213,2008,5,2
11233,2012,7,4
11207,2010,4,6
10459,2009,6,1
10030,2013,3,3
11418,2011,4,2
10468,2014,11,10
10039,2007,2,2
10128,2013,8,2
11216,2012,8,3
11207,2011,11,7
11230,2011,8,2
10472,2011,4,6
11434,2010,5,1
11419,2012,4,1
11372,2009,12,2
10458,2010,12,5
10023,2013,4,1
10021,2007,7,2
11372,2012,4,1
11419,2009,12,3
11236,2014,1,4
10026,2012,5,4
10462,2014,3,3
11210,2008,2,4
11419,2014,2,1
11368,2012,9,1
10462,2006,11,1
11225,2015,2,1
10471,2013,12,1
11432,2007,2,1
11356,2013,6,1
10453,2007,10,8
11417,2010,1,1
11211,2014,12,1
11419,2008,12,2
10029,2011,8,2
11221,2012,11,4
11212,2006,4,1
11691,2013,10,1
10037,2007,2,1
11204,2007,2,1
10301,2006,2,1
10453,2012,2,3
11432,2012,10,1
10460,2009,4,8
11103,2014,7,1
10462,2013,11,3
10471,2006,12,1
10470,2014,11,3
10309,2008,10,1
11413,2006,1,1
10465,2014,8,2
10128,2014,12,4
11370,2010,12,1
11375,2012,6,1
10454,2012,5,1
10038,2007,5,1
11234,2014,8,1
11229,2005,7,1
11232,2014,7,1
11211,2009,2,2
11413,2009,7,1
11369,2010,7,1
10309,2011,7,1
11210,2009,2,1
11434,2010,6,4
10016,2014,3,2
11234,2011,6,1
10475,2006,8,1
10314,2013,10,1
10034,2010,12,2
11421,2010,1,2
11206,2014,2,4
10467,2010,2,7
11413,2008,11,2
11229,2008,9,1
10031,2013,8,4
10310,2010,10,2
10462,2006,7,2
10025,2010,5,1
10040,2013,8,1
11218,2007,3,3
10460,2010,10,4
11692,2014,12,1
10469,2010,1,8
11213,2008,6,1
11101,2006,5,2
10459,2009,5,2
11215,2013,8,1
10009,2011,12,2
11203,2011,5,4
10029,2014,6,2
11214,2007,6,1
11692,2009,2,1
10018,2006,3,1
11203,2007,9,1
10003,2006,3,1
10454,2007,3,3
11203,2013,12,5
10021,2007,11,3
10458,2007,2,8
11237,2012,2,3
11225,2014,9,3
11226,2012,1,3
10462,2009,1,2
11103,2013,3,1
10039,2010,12,1
10314,2011,1,1
11206,2009,12,1
10018,2013,3,1
11224,2007,5,3
11369,2011,4,1
10459,2008,5,3
11213,2009,6,3
10003,2013,3,3
11224,2011,9,1
10065,2007,3,1
11238,2014,4,2
11226,2010,6,6
11413,2009,11,3
11229,2009,9,2
11237,2007,10,6
10458,2012,10,8
10026,2007,3,6
11208,2007,6,2
11434,2012,1,4
10462,2008,1,5
10021,2015,1,1
11206,2008,12,1
10031,2006,8,7
10457,2010,12,7
11221,2012,7,5
11692,2008,2,1
10040,2006,8,6
10462,2013,7,4
10469,2012,6,2
11218,2005,2,1
10026,2010,1,3
11215,2009,2,2
10040,2014,12,1
11238,2012,2,1
11435,2006,10,1
10035,2010,11,3
10010,2010,7,1
11420,2008,1,1
11102,2007,8,1
10030,2014,7,1
11692,2013,8,1
10475,2008,2,2
10454,2012,6,1
11375,2012,5,2
10065,2010,1,1
10466,2009,10,2
10022,2009,7,1
11214,2012,3,1
11377,2010,10,3
10011,2009,3,1
10037,2010,12,2
10463,2009,4,2
10012,2008,6,2
10031,2014,12,4
11230,2014,6,2
10044,2007,8,1
10033,2012,8,4
11225,2007,8,6
11414,2009,10,1
11223,2008,3,1
11235,2014,9,1
10031,2009,2,4
11218,2012,6,1
11207,2009,10,2
10024,2013,5,1
11415,2008,10,1
11215,2014,12,1
11436,2014,1,2
11378,2012,3,1
10032,2009,7,2
11203,2014,8,3
11217,2009,3,1
10024,2006,5,1
11356,2011,12,1
10463,2008,4,2
10475,2009,2,1
10466,2008,10,8
11233,2012,11,3
11416,2012,9,2
11218,2010,1,3
10472,2010,7,4
10468,2014,7,6
11356,2013,5,1
10032,2011,10,4
10302,2012,7,1
11207,2011,7,8
11354,2011,1,1
11374,2015,1,3
11418,2010,7,1
10013,2009,1,1
11420,2009,1,1
11435,2011,1,2
11215,2008,2,1
11421,2007,3,2
11206,2012,4,1
11208,2012,3,4
10027,2012,9,2
10014,2007,4,2
11237,2014,4,1
10466,2011,7,7
11238,2007,10,5
10019,2008,11,2
10032,2008,7,2
11435,2013,10,4
11362,2012,10,1
10022,2011,10,1
10040,2008,2,3
11415,2009,10,1
11207,2008,10,8
10031,2008,2,6
10065,2012,6,1
11432,2010,12,1
10301,2010,9,1
10032,2013,1,2
11201,2009,5,1
10013,2006,7,1
10451,2010,8,3
11357,2008,7,1
10030,2007,12,2
10030,2013,9,1
10471,2010,1,1
11413,2010,12,2
10024,2012,12,1
10303,2007,1,1
11377,2006,6,3
10034,2008,11,1
10032,2007,2,7
10033,2011,8,1
10040,2007,7,2
10023,2008,6,3
10031,2007,7,7
11205,2008,10,2
11234,2007,3,1
11420,2014,9,2
11378,2011,3,1
10456,2007,4,1
11436,2008,9,2
10452,2014,10,6
10451,2008,3,4
11235,2013,7,2
11238,2011,2,3
10036,2009,3,3
10468,2006,9,7
11232,2010,2,2
10461,2007,4,1
10467,2013,3,3
10022,2007,2,1
11216,2014,6,5
10035,2012,4,1
11205,2011,7,1
10009,2008,4,2
10459,2006,4,2
11215,2007,7,1
10457,2009,11,10
11362,2009,7,1
11369,2014,2,2
10454,2011,6,1
11375,2011,5,1
11235,2008,1,2
10468,2013,9,6
11217,2010,8,2
10468,2007,12,6
10466,2012,7,2
10467,2006,3,8
11429,2011,9,1
10027,2011,9,2
10002,2014,8,1
10023,2009,6,2
11235,2006,7,1
10026,2011,6,3
11691,2010,5,4
11205,2009,10,1
11370,2013,1,1
10455,2014,10,4
10034,2009,11,2
10001,2007,10,1
11375,2006,12,1
10065,2011,6,1
11377,2013,6,2
10457,2008,11,5
10032,2012,10,5
11419,2010,7,1
11105,2006,9,1
10032,2005,3,1
10462,2007,8,3
11233,2011,11,2
11416,2011,9,2
10030,2006,9,1
10009,2009,4,2
11231,2008,9,1
11101,2008,4,1
10467,2014,11,5
11206,2010,11,2
11416,2007,5,2
10036,2008,3,4
11417,2013,12,2
11208,2011,3,2
11694,2007,4,1
11206,2011,4,1
11435,2012,1,4
10302,2011,7,1
11207,2012,7,2
11233,2010,4,4
10460,2006,6,6
11221,2004,11,1
11372,2010,7,1
11102,2008,1,2
11420,2007,8,3
10009,2012,12,2
11203,2012,5,1
10458,2009,7,13
10035,2008,12,1
10314,2012,1,2
11204,2008,11,1
11212,2009,6,7
10033,2014,5,2
10470,2006,9,1
11226,2011,1,7
11411,2008,8,1
10452,2007,4,8
10465,2012,6,1
11225,2008,1,4
10458,2006,1,2
10456,2014,10,8
11226,2013,10,8
11432,2009,11,3
11375,2014,8,1
10002,2006,12,1
10463,2006,5,1
10024,2008,4,3
11210,2015,1,2
11236,2010,8,7
11225,2013,7,2
11221,2009,10,6
11201,2013,4,1
11428,2011,8,1
11221,2011,7,2
11368,2012,3,6
11212,2008,6,4
11234,2010,1,1
11226,2006,10,10
10458,2013,1,12
11421,2011,6,1
10037,2009,11,1
10128,2007,11,1
11434,2011,1,1
10469,2011,6,4
10002,2011,5,1
10458,2008,7,7
11225,2006,7,5
11101,2012,12,1
10303,2010,3,3
11422,2010,7,3
10002,2013,12,1
10474,2010,4,1
11693,2007,11,1
10463,2013,5,3
10001,2014,4,1
10035,2014,2,3
11221,2008,10,7
11210,2007,11,1
10019,2010,12,2
11220,2014,6,2
11211,2007,11,1
10024,2009,4,2
10455,2007,4,4
10016,2015,2,1
10460,2013,6,7
10458,2011,10,10
10470,2013,9,2
10462,2014,9,3
11434,2013,10,2
11225,2009,1,2
11236,2011,4,1
10451,2009,12,1
11208,2013,5,4
11423,2011,1,2
10039,2006,2,1
10031,2015,2,3
11375,2014,11,2
10461,2009,6,3
11212,2014,10,4
11208,2011,12,6
11417,2013,3,1
11433,2008,5,3
10040,2015,2,3
11236,2010,11,3
10032,2005,12,1
10304,2014,1,1
11221,2014,6,2
11214,2006,5,1
11224,2013,6,1
11420,2007,11,1
11220,2008,10,3
11374,2008,1,3
10460,2012,9,2
11222,2010,6,1
11369,2008,3,2
10469,2014,7,3
10457,2013,2,8
11209,2007,9,3
10034,2006,2,2
11374,2013,7,1
10451,2014,2,1
11209,2013,12,1
10467,2006,12,7
11373,2013,7,4
11422,2009,9,3
10456,2009,6,8
10468,2007,3,6
10037,2008,8,1
11364,2007,4,1
10009,2007,6,2
11375,2013,3,1
11210,2007,8,4
11433,2009,5,1
11417,2014,11,1
11214,2013,5,1
10467,2007,9,11
10470,2010,1,2
10461,2008,6,5
11373,2006,7,1
11233,2014,5,6
10467,2013,12,10
10468,2005,2,1
11432,2008,8,2
10036,2009,12,1
10467,2011,5,2
10451,2008,12,4
11106,2013,7,2
10465,2007,12,1
11209,2006,12,1
11374,2006,7,1
11691,2014,4,3
10456,2008,6,7
11422,2008,9,2
10128,2007,8,1
10036,2014,2,1
11365,2013,7,1
10473,2008,5,1
11417,2006,3,1
10037,2009,8,4
11372,2009,9,6
11204,2009,8,2
11234,2007,12,3
10458,2010,9,7
11234,2013,9,4
10029,2012,7,2
11367,2012,7,3
11208,2006,5,6
11378,2013,5,1
11428,2011,11,3
11105,2007,3,1
11369,2009,3,1
10013,2015,1,1
11374,2009,1,1
11203,2010,2,1
11413,2010,3,4
11373,2009,1,3
10030,2007,3,4
10468,2012,6,3
11419,2009,9,1
11355,2008,5,1
10470,2007,3,1
10455,2008,6,1
10453,2011,1,3
10457,2009,8,5
10019,2010,3,1
10021,2008,1,2
10462,2015,1,3
11436,2010,7,2
10039,2008,8,2
10030,2010,1,2
10034,2008,8,5
10033,2011,11,2
11413,2007,1,2
10037,2006,2,2
11432,2013,2,1
10303,2010,12,1
11216,2009,10,5
10026,2014,7,1
11101,2012,3,1
10011,2011,4,1
10453,2013,10,4
10036,2012,4,1
11385,2010,6,1
11691,2012,2,5
10011,2010,11,1
11212,2007,4,2
10452,2009,6,6
11368,2012,12,3
10033,2010,4,6
10065,2014,7,1
11204,2013,2,1
10030,2012,6,2
10467,2014,8,9
10037,2013,2,2
10453,2006,10,8
10301,2012,10,2
10039,2009,8,3
10462,2007,11,2
10024,2007,6,3
11233,2011,8,7
10455,2009,6,7
10457,2008,8,7
11230,2012,7,1
11385,2012,1,2
10027,2010,10,1
11205,2005,4,1
11355,2009,5,1
10023,2014,10,1
11216,2011,7,6
11205,2014,6,2
11211,2014,9,1
11358,2014,4,1
11231,2010,7,1
11210,2014,9,2
11691,2007,10,4
10454,2014,7,1
11429,2010,10,1
10472,2014,1,3
10452,2008,6,9
11103,2012,5,1
10468,2010,1,7
10451,2012,4,4
11218,2014,7,1
11219,2007,4,1
11217,2010,11,1
11216,2008,10,2
10128,2014,9,2
10035,2008,3,2
11370,2010,9,1
10009,2012,3,1
10011,2012,4,2
11101,2011,3,1
11218,2006,9,3
10036,2010,11,2
11377,2007,5,1
10463,2012,3,2
10466,2014,6,1
11416,2013,6,2
11433,2013,4,5
11225,2007,11,1
11214,2009,4,3
11377,2011,9,2
11203,2014,11,4
11236,2008,12,2
11210,2009,1,3
10016,2008,2,1
10473,2006,4,2
11368,2011,12,4
10457,2010,3,11
11206,2008,3,5
11232,2006,12,1
10019,2009,8,1
11211,2009,1,3
11368,2013,5,2
11691,2011,2,5
10026,2013,9,2
11373,2007,8,2
10027,2013,6,3
11429,2013,6,1
10035,2010,8,3
10028,2007,10,1
11385,2006,10,1
10472,2009,9,3
11103,2006,12,2
11104,2006,4,1
10468,2011,6,2
10065,2007,12,2
11207,2014,6,3
10454,2006,9,2
10003,2013,12,1
10453,2012,1,10
11203,2006,3,4
10128,2009,1,1
10018,2007,9,1
11210,2006,7,2
10025,2014,4,1
11414,2014,6,1
10306,2011,2,1
11211,2008,1,2
11206,2009,3,2
11208,2009,4,1
11103,2013,12,1
11104,2013,4,1
11103,2007,9,1
11106,2007,8,1
11385,2013,10,1
11692,2006,11,2
10026,2006,9,2
10451,2011,4,2
11236,2009,12,2
10016,2009,2,1
10027,2006,6,9
11419,2014,1,2
11103,2011,5,1
10454,2007,12,3
11432,2007,1,4
11203,2013,3,2
10451,2010,11,5
10003,2006,12,4
10454,2013,9,1
10301,2013,1,1
11210,2013,7,1
10032,2010,9,3
11225,2015,1,6
10453,2010,6,14
10009,2011,3,4
11230,2008,10,1
11413,2013,2,1
11213,2007,4,5
11105,2011,6,2
11416,2006,6,1
11433,2006,4,3
11692,2014,3,2
11233,2012,8,4
11218,2013,9,1
10301,2011,10,1
10010,2009,9,1
11693,2013,7,1
10030,2011,6,5
,2010,9,1
11418,2008,9,2
11232,2007,9,2
11232,2013,12,1
10075,2012,7,2
10022,2010,9,1
10472,2008,9,6
11378,2008,4,1
11368,2006,5,2
11415,2014,6,1
10034,2010,3,2
11238,2010,5,4
10473,2013,4,1
11230,2011,7,1
11385,2011,1,2
11365,2007,8,1
11236,2014,2,1
10128,2013,7,1
11216,2012,7,5
10025,2007,10,4
10016,2006,8,1
10460,2011,9,5
10002,2010,2,1
10460,2007,5,5
11355,2013,4,2
10310,2011,9,1
10028,2014,4,3
10039,2007,1,2
10470,2011,6,2
10021,2007,8,2
11208,2012,12,5
11413,2008,8,1
10031,2013,11,3
11220,2012,7,4
11421,2007,12,1
10034,2007,1,4
10003,2014,8,6
11372,2014,1,1
11423,2012,1,3
11236,2012,4,3
10017,2011,7,1
11379,2010,10,1
10463,2007,6,1
11223,2014,2,1
11356,2011,3,1
10469,2007,12,4
10469,2013,9,2
10019,2013,2,1
11367,2009,10,1
10029,2009,10,5
10474,2012,8,1
10475,2013,11,1
11235,2015,1,2
11367,2011,7,2
10029,2011,7,3
10457,2007,1,5
10031,2006,11,4
11378,2012,12,1
11237,2010,5,5
11421,2006,9,1
11224,2010,10,1
10469,2006,9,1
10019,2006,2,1
11106,2014,9,1
11223,2008,12,2
10040,2006,11,7
11222,2013,10,1
10024,2011,3,1
11213,2014,10,2
11215,2006,11,1
10012,2007,4,3
11232,2014,8,1
10031,2014,3,8
11234,2014,7,1
10025,2012,2,5
10467,2012,5,8
10312,2010,11,1
11369,2010,8,1
11413,2009,8,1
10040,2014,3,2
11377,2014,9,2
11209,2012,8,1
10466,2011,6,3
11203,2010,4,8
10453,2008,9,13
11694,2005,12,1
10036,2014,4,1
11104,2010,3,1
10016,2006,5,1
11368,2014,12,6
10460,2007,8,7
10065,2012,7,1
11203,2011,11,2
10468,2014,6,4
10472,2010,6,2
10459,2009,11,2
11691,2009,12,2
10012,2009,7,1
10457,2006,4,4
10473,2010,3,2
11368,2009,2,3
10034,2013,4,3
10306,2014,2,1
11414,2011,6,2
11413,2008,5,2
11216,2006,9,3
10459,2005,9,1
11418,2010,6,2
11221,2007,3,9
11207,2011,6,5
11235,2010,10,1
10457,2013,4,6
11419,2011,1,2
10472,2012,1,6
10034,2006,4,7
10451,2014,4,3
10002,2012,11,2
10453,2005,11,2
11216,2007,12,10
11216,2013,9,2
10009,2014,3,3
10474,2012,5,2
10453,2009,9,12
10075,2013,9,1
10032,2009,6,7
11418,2012,1,2
11237,2010,8,2
11433,2010,3,7
10467,2012,8,4
11369,2010,5,1
10030,2014,6,3
10030,2005,4,1
11692,2011,3,1
11413,2009,5,3
11105,2014,6,2
10023,2012,10,1
10012,2008,7,3
11230,2014,7,3
11385,2014,1,2
11368,2008,2,2
11211,2012,9,1
10016,2011,12,1
10039,2006,4,4
11419,2013,10,2
11420,2013,6,1
11210,2012,9,1
10022,2009,6,1
10459,2008,11,4
10009,2006,11,3
10016,2013,5,1
11433,2007,1,4
10028,2010,11,2
10001,2008,3,1
11213,2006,1,2
11221,2012,6,2
11217,2011,2,3
10455,2005,12,1
11220,2013,9,2
11368,2013,8,2
11421,2012,7,2
11220,2007,12,6
10019,2009,5,2
11208,2007,7,3
10460,2014,9,4
11358,2009,12,1
11377,2007,8,1
10470,2014,6,1
10469,2012,7,2
11234,2009,10,1
10024,2013,11,2
10451,2012,2,5
11249,2007,7,1
11219,2007,2,1
11372,2013,10,1
11225,2010,10,1
11372,2011,1,1
11212,2012,10,3
11422,2006,10,1
11375,2012,11,1
11213,2009,7,5
10036,2007,10,1
11432,2006,4,1
10037,2013,4,3
11223,2011,2,2
11373,2011,9,1
11226,2010,7,10
11374,2007,5,1
11238,2005,7,2
10035,2010,5,6
11422,2013,10,1
10036,2012,2,1
11691,2012,4,4
11355,2010,3,1
11423,2009,9,3
11212,2007,2,4
11234,2008,10,1
11205,2007,3,2
10029,2014,7,1
10033,2010,2,1
10014,2010,9,1
11213,2011,10,6
10024,2014,3,1
10019,2008,5,2
10037,2006,4,2
11432,2013,4,2
11412,2010,12,2
10304,2010,6,1
11106,2011,9,1
11103,2011,8,1
10011,2011,2,2
11220,2006,9,2
11365,2011,9,1
11221,2010,1,4
11213,2013,1,2
11226,2005,8,1
11234,2011,7,1
11417,2012,11,1
10031,2011,3,7
11238,2010,8,1
11434,2010,7,3
11213,2008,7,3
11233,2012,5,3
10040,2011,3,1
11219,2005,3,1
10451,2007,10,3
11422,2011,1,1
10024,2006,11,3
10462,2006,6,3
10460,2013,7,3
11208,2014,12,2
10457,2009,5,6
11212,2011,10,4
10461,2010,9,2
11423,2014,1,2
11372,2012,1,2
10039,2008,5,2
10310,2008,1,4
10473,2013,2,1
11236,2014,4,1
11213,2007,2,5
11433,2006,2,1
10466,2007,3,4
11102,2006,6,1
10310,2013,7,1
11373,2012,9,2
10304,2011,1,2
10460,2008,1,10
11374,2012,9,1
10469,2008,10,8
11355,2008,8,2
10011,2007,10,1
11375,2010,4,2
10025,2008,12,2
11219,2009,7,1
11222,2009,9,2
11212,2008,7,1
11214,2008,2,2
10027,2015,1,5
11217,2012,2,1
10029,2006,9,1
11207,2007,3,4
10304,2013,10,1
11413,2013,4,2
11221,2011,6,3
11209,2014,5,1
11208,2009,2,2
11238,2008,3,6
11104,2013,2,1
10028,2012,4,1
10034,2008,5,2
10456,2010,9,5
11422,2010,6,3
10451,2011,2,3
10458,2008,6,6
11233,2006,12,9
11225,2006,6,2
10024,2015,2,1
11212,2013,1,3
10469,2011,7,2
10031,2012,3,4
10460,2009,1,7
10029,2007,12,2
11367,2013,9,1
10029,2013,9,4
10031,2005,10,1
11234,2012,7,3
10469,2009,10,2
11214,2014,12,2
10025,2014,2,5
11365,2012,9,1
10039,2009,5,1
11235,2004,12,1
11416,2007,11,1
11233,2007,9,5
11212,2006,1,2
10310,2009,1,1
11361,2008,11,1
10467,2014,5,7
11233,2013,12,2
11225,2013,6,5
11422,2012,1,4
11206,2010,5,3
10457,2008,5,8
11233,2011,5,6
11421,2009,10,1
10040,2012,3,4
11428,2014,11,1
10474,2014,8,1
11219,2013,1,4
10462,2010,10,3
10473,2006,2,1
10458,2009,6,9
11215,2012,3,1
10460,2006,7,5
10034,2009,5,2
11208,2008,2,5
11215,2005,10,1
11691,2011,4,1
10011,2012,2,1
10465,2012,7,1
10459,2010,12,4
11223,2007,10,2
11691,2010,11,1
11433,2013,2,3
10027,2007,11,3
10025,2009,12,1
11214,2009,2,1
11212,2009,7,4
10310,2006,7,1
11213,2012,10,3
10026,2008,10,2
11433,2008,8,1
11237,2008,3,5
11249,2013,8,3
10033,2006,3,3
10023,2006,1,1
11420,2010,10,2
11419,2010,6,1
10463,2006,11,1
10065,2008,10,1
11378,2006,8,1
11207,2012,6,2
11218,2009,10,1
11208,2013,8,6
10302,2011,6,1
11104,2009,8,2
11377,2008,1,2
11230,2006,9,1
10474,2006,12,2
10453,2014,1,3
11432,2009,5,2
10025,2012,4,2
10026,2011,7,2
10019,2006,4,2
10463,2014,3,2
10011,2005,6,1
10037,2008,5,1
10466,2012,6,3
10454,2009,10,1
10473,2009,8,1
10033,2014,11,5
10021,2012,9,1
11214,2006,8,2
11236,2007,10,3
11203,2012,11,2
10452,2010,9,8
10472,2006,10,1
10009,2015,2,2
11432,2008,5,1
11692,2012,3,1
11233,2014,8,1
11235,2013,6,1
11218,2008,10,2
11223,2014,4,2
10466,2010,1,8
11377,2009,1,3
11418,2013,10,2
10467,2011,8,10
10019,2013,4,1
11211,2007,5,1
11412,2008,11,1
10472,2013,10,4
10305,2012,6,1
11210,2011,9,3
10016,2012,12,2
11211,2011,9,1
11205,2011,6,1
10026,2009,10,1
11216,2014,7,6
11236,2012,2,1
10023,2011,10,1
11237,2009,3,3
11210,2007,5,2
10040,2007,6,3
11355,2013,2,2
11385,2008,9,2
11377,2006,7,2
10463,2013,11,1
10026,2004,11,1
11218,2011,7,1
10002,2011,11,1
10033,2013,3,5
11419,2012,1,3
11693,2011,9,1
11357,2008,6,1
10472,2011,1,4
10473,2008,8,5
10454,2008,10,1
10038,2014,12,1
11354,2010,7,2
11207,2010,1,2
10037,2009,5,1
10474,2013,12,1
10002,2010,4,1
11435,2010,7,1
11418,2011,1,3
11208,2006,8,2
10474,2011,5,1
11378,2013,8,2
11370,2009,6,1
10023,2008,7,1
11230,2007,12,2
10031,2007,6,8
10025,2009,3,2
10473,2009,11,2
11218,2014,6,1
11235,2012,9,1
10459,2010,3,7
10452,2008,7,12
11238,2009,12,3
10452,2013,1,4
11420,2011,9,4
10013,2011,9,1
11435,2009,9,5
10305,2007,12,1
10016,2007,6,3
11420,2007,5,1
11203,2012,8,8
11214,2006,11,2
11209,2010,4,1
10463,2006,8,3
10040,2012,12,2
11105,2012,7,2
11236,2010,5,1
10455,2009,7,1
10024,2007,7,1
11238,2014,2,3
11412,2009,8,1
11233,2013,3,2
11433,2008,11,1
10030,2012,7,3
10452,2011,10,12
10454,2014,6,1
11375,2014,5,1
11369,2011,2,2
11414,2006,9,1
11214,2014,3,5
11207,2006,9,4
10029,2007,3,3
11205,2014,7,1
11208,2013,11,4
11216,2011,6,1
10031,2012,12,2
11230,2012,6,1
11211,2010,10,1
10458,2007,4,7
11233,2006,3,4
10026,2014,6,6
11237,2012,4,1
10002,2011,8,2
10027,2014,9,2
11238,2008,12,3
10017,2007,3,1
11435,2008,9,1
11210,2010,10,2
11207,2007,12,4
11207,2013,9,4
11208,2006,11,1
10452,2009,7,7
11692,2009,4,1
10455,2011,10,3
10473,2008,11,3
11385,2010,7,3
10467,2011,11,10
10455,2013,1,3
10128,2010,10,2
11233,2014,11,5
11416,2014,9,1
10466,2013,9,6
10466,2007,12,2
10468,2012,7,7
11433,2009,11,2
10302,2014,7,2
11417,2014,5,3
11436,2010,6,1
10007,2014,9,1
11206,2014,4,3
10467,2010,4,9
11208,2014,3,7
10455,2008,7,3
10452,2006,1,2
10031,2008,4,4
11230,2007,3,4
11412,2013,2,1
11367,2012,6,1
10029,2012,6,1
11224,2009,1,1
10456,2008,7,13
11368,2015,2,3
10474,2013,3,1
10011,2010,5,1
10033,2007,9,5
10044,2012,9,1
10033,2013,12,1
11226,2014,1,6
10456,2013,1,8
11225,2012,9,4
11229,2011,1,1
11237,2014,2,1
10033,2011,5,1
11212,2010,9,5
10040,2008,4,4
10461,2011,10,2
11237,2009,12,4
10038,2006,11,1
10003,2012,11,1
10009,2007,7,1
11206,2012,2,1
11375,2011,8,2
11379,2013,7,1
10028,2009,3,1
10456,2011,10,6
11355,2008,11,1
11374,2006,6,3
10463,2008,2,2
10475,2009,4,2
10461,2008,7,3
11373,2006,6,3
11692,2012,12,3
11694,2009,7,1
